"Country Name","Country Code","Year","average_value_Adjusted net enrollment rate, primary, female (% of primary school age children)","average_value_Adjusted net enrollment rate, primary, male (% of primary school age children)","average_value_Adolescent fertility rate (births per 1,000 women ages 15-19)","average_value_Births attended by skilled health staff (% of total)","average_value_Children out of school, primary, female","average_value_Children out of school, primary, male","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","average_value_Fertility rate, total (births per woman)","average_value_Life expectancy at birth, female (years)","average_value_Life expectancy at birth, male (years)","average_value_Mortality rate, adult, female (per 1,000 female adults)","average_value_Mortality rate, adult, male (per 1,000 male adults)","average_value_Persistence to last grade of primary, female (% of cohort)","average_value_Persistence to last grade of primary, male (% of cohort)","average_value_Primary education, teachers (% female)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Repeaters, primary, female (% of female enrollment)","average_value_Repeaters, primary, male (% of male enrollment)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, general pupils (% female)","average_value_Secondary education, pupils (% female)","average_value_Secondary education, teachers (% female)","average_value_Secondary education, vocational pupils (% female)","average_value_Survival to age 65, female (% of cohort)","average_value_Survival to age 65, male (% of cohort)","average_value_Trained teachers in primary education, female (% of female teachers)","average_value_Trained teachers in primary education, male (% of male teachers)"
"Dominica","DMA","2014","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","77.4446029663086","81.1217193603516","87.0370407104492","92.52285","100","1.87632","4.6024","90.0421676635742","","91.3896789550781","","","","49.01995","49.01995","72.8682174682617","","","","66.1702117919922","55.7142906188965"
"Dominica","DMA","2015","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.6877288818359","","","1.66394","3.95451","93.7907409667969","81.9211","94.7068710327148","80.0335","","","49.16382","49.16382","73.2692337036133","","","","66.37744140625","53.2467498779297"
"Algeria","DZA","1987","75.81019","90.17259","33.053","","477061","202063","","","","","","","","","","","","","","","","","","","5.412","67.031","64.05","158.119","205.317","88.2153930664063","92.8892364501953","40.2063789367676","","","5.38995","7.78987","44.1449890136719","","59.8442611694336","","","","41.96792","41.41816","38.0976104736328","30.9176","71.723375","65.002258","",""
"East Asia & Pacific (excluding high income)","EAP","1999","","","22.4637791607466","","5568267","5058554","","","","","","","","","","","","","","","","","","","1.90493061941709","72.0896869072216","67.7639623908194","113.006128148095","163.117390170342","88.64029","88.31381","53.4822","84.68391","86.18037","2.16597","2.48272","57.08376","59.7904","60.99697","64.78881","9.56387042999268","11.120719909668","47.08045","47.09739","46.47568","47.2038","79.1564915797855","71.7666152229805","",""
"Egypt, Arab Rep.","EGY","1971","51.44103","77.54768","136.7814","","1266100","633660","","","","","","","","","","","","","","","","","","","6.144","54.293","50.705","166.032","265.293","","","53.0344886779785","","","5.74051","3.72787","21.49342918396","17.80661","41.3271903991699","34.21145","3.99654006958008","10.077449798584","32.25893","32.17011","23.6039695739746","31.83139","57.1813236","47.8499506","",""
"Estonia","EST","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Finland","FIN","1964","","","31.278","","","","","","","","","","","","","","","","","","","","","","2.59","72.96","65.66","111.877","258.377","","","","","","","","","","","","","","","","","","80.7854356","60.9565516","",""
"Gambia, The","GMB","2014","72.75243","66.93814","85.8098","","42828","52814","","","","","","","","","","","","","","","","","","","5.437","62.017","59.377","237.157","291.785","79.7269287109375","75.7170791625977","33.8914184570313","","","3.60282","3.82436","","","","","","","49.92674","","15.3370199203491","","62.3440324","55.4495998","91.4148712158203","90.2630920410156"
"Guam","GUM","1972","","","93.054","","","","","","","","","","","","","","","","","","","","","","4.137","69.034","64.42","160.276","221.389","","","","","","","","","","","","","","49.99057","49.99057","","","73.279257","63.890093","",""
"Guyana","GUY","1978","","","100.0084","","","","","","","","","","","","","","","","","","","","","","4.031","65.297","59.646","203.663","299.38","76.4956588745117","85.4629592895508","68.7443923950195","","","7.12127","8.38812","","","","","","","51.15911","","","","65.9423998","54.4162388","",""
"IBRD only","IBD","1989","","","60.1012775313157","","29200000","13100000","","","","","","","","","","","","","","","","","","","3.19175921418369","67.3110382531394","63.2347772323464","155.903116682176","224.464134290208","72.65637","73.13695","52.62463","","78.07333","6.54749","8.00637","43.95926","","53.88413","","8.54835987091064","10.3063697814941","43.45525","43.65925","48.94426","45.25254","71.4736100667713","62.4405534602719","",""
"IDA total","IDA","1966","","","149.019355557406","","","","","","","","","","","","","","","","","","","","","","6.71588196415157","45.8047283942228","43.8141032978483","367.544148020143","408.491498696905","","","","","","","","","","","","","","","","","","39.2448019273657","35.4169831587299","",""
"IDA blend","IDB","1991","","","111.882577919409","","","","","","","","","","","","","","","","","","","","","","5.95718904575616","56.3965536250599","53.7369927105385","269.917167337838","319.65560972057","","","42.86287","","","","","27.57999","","38.18861","","2.9455099105835","5.94858980178833","41.58784","41.61852","42.13411","42.19153","54.6300135349557","48.6297877076786","",""
"Indonesia","IDN","1964","","","150.0386","","","","","","","","","","","","","","","","","","","","","","5.623","51.306","46.927","271.073","285.293","","","","","","","","","","","","","","","","","","48.0350048","39.8333756","",""
"Iceland","ISL","1999","","","21.0114","99.6","","","","","","","","","","","","","","","","","","","","","1.99","81.4","77.4","58.701","92.711","","","","99.49111","100","0","0","111.234962463379","86.01917","105.05248260498","81.38731","50.9640502929688","30.1933097839355","54.34507","50.38793","","34.38422","90.7038094","85.9589648","",""
"Israel","ISR","1966","","","39.5554","","","","","","","","","","","","","","","","","","","","","","3.802","73.73","70.91","","","","","","","","","","","","","","","","","","","","79.885125","73.749809","",""
"Kiribati","KIR","1997","","","41.56","","","","","","","","","","","","","","","","","","","","","","4.235","64.894","59.546","191.495","269.264","","","57.083911895752","","","0.18561","0.30087","","","","","","","53.03202","","","","66.95402","55.835589","",""
"Kuwait","KWT","1989","","","31.4294","","","","","","","","","","","","","","","","","","","","","","3.205","73.282","71.208","84.369","121.763","","","68.8277587890625","","","","","80.9978485107422","","88.21923828125","","17.3166809082031","12.0270900726318","47.91586","47.79039","51.7478218078613","9.38586","83.3162468","77.3741638","",""
"Latin America & Caribbean","LCN","2018","95.31432","94.57273","62.0987753870593","93.8387107874966","753217","961722","","","","","","","","","","","","","","","","","","","2.02739306284088","78.6180518255572","72.2848892539946","92.7171208759316","177.158512582371","86.99094","83.77575","77.63644","","","3.90539","4.85192","99.74361","79.07735","95.47261","75.98675","59.7454109191895","45.8456687927246","49.90016","50.13663","57.58842","51.78889","84.7752625488348","74.3162254803579","91.6627578735352","88.5417785644531"
"Low income","LIC","1986","","","129.966347384519","","12300000","10100000","","","","","","","","","","","","","","","","","","","6.62289030240322","51.5050057171989","48.4272557393684","315.713283449678","374.561346940998","54.49935","62.76018","38.95309","58.51768","61.36594","14.021","14.98288","21.0168","","30.68836","","3.65515995025635","7.46897983551025","39.49768","38.84878","","31.24836","48.1400144659595","41.5674721423651","",""
"Sri Lanka","LKA","1996","","","29.1866","","","","","","","","","","","","","","","","","","","","","","2.268","72.901","65.913","120.799","277.852","","","95.5998687744141","","","","","","","","","","","","","","","79.9398902","62.3355706","",""
"Late-demographic dividend","LTE","2002","","","23.2971511408469","","4000104","3181584","","","","","","","","","","","","","","","","","","","1.70405776786765","74.2775350435339","68.9689586404197","101.981169720603","173.907093101034","89.85423","90.47433","62.66598","92.05127","93.23974","3.18982","3.55625","70.12478","70.31763","71.24871","71.45881","21.8176403045654","20.5417499542236","48.5823","48.30183","58.52159","46.03632","81.7822700027348","72.221430796881","",""
"Lithuania","LTU","1987","","","30.182","","","","","","","","","","","","","","","","","","","","","","2.11","76.36","67.72","101.041","255.974","","","","","","","","","","","","","","","","","","82.970273","62.787274","",""
"Macao SAR, China","MAC","1987","","","6.24","","","","","","","","","","","","","","","","","","","","","","2.031","78.443","74.14","71.172","120.299","","","","","","","","","","","","","","","","","","88.204617","80.545516","",""
"Morocco","MAR","2017","97.02559","96.87776","31.034","","46615","43383","","","","","","","","","","","","","","","","","","","2.451","77.438","74.948","63.356","73.55","93.6608734130859","92.3504104614258","57.5819892883301","88.27532","92.65343","7.83206","12.8233","75.3322219848633","63.17838","84.1791000366211","63.7417","33.290958404541","34.2577781677246","47.05559","45.99789","36.2586708068848","33.85807","88.311483","85.945323","100","100"
"Mexico","MEX","1968","","","116.0652","","","","","","","","","","","","","","","","","","","","","","6.734","62.766","58.387","217.407","291.666","","","","","","","","","","","","","","","","","","62.6059718","53.9704526","",""
"Middle income","MIC","2012","90.92308","","43.5850025384946","","18800000","18800000","","","","","","","","","","","","","","","","","","","2.40675762075754","72.4695477054347","68.1852094819276","123.130151598056","189.816716239801","79.81836","78.11041","61.28011","91.23112","91.40279","2.92103","3.47005","72.45071","64.95989","73.49307","64.01821","29.6006393432617","27.7914295196533","48.20367","47.7582","51.89084","43.92597","78.8106352057675","70.4320939383481","",""
"Mauritania","MRT","2016","75.41915","71.6003","72.6426","","75256","89421","","","","","","","","","","","","","","","","","","","4.679","65.824","62.552","179.444","224.778","66.4172134399414","63.2857398986816","37.6269989013672","61.86801","54.62223","","","32.1999206542969","28.27759","33.1408500671387","26.66793","3.5766499042511","7.07777976989746","48.62464","48.55742","10.4062299728394","39.43951","68.6388776","61.913452","",""
"New Caledonia","NCL","1973","","","79.1728","","","","","","","","","","","","","","","","","","","","","","3.9","67.5","61.4","186.213","251.363","","","","","","","","","","","","","","52.86542","48.2249","","36.86975","69.1650458","59.4796012","",""
"New Caledonia","NCL","1992","","","40.841","","","","","","","","","","","","","","","","","","","","","","2.99","75.2","68.2","102.697","171.164","","","","","","","","","","","","","","54.74083","","","45","82.432072","71.351656","",""
"OECD members","OED","2003","95.94636","96.42671","33.581328144827","","1262048","989886","","","","","","","","","","","","","","","","","","","1.79053640650334","80.5747759057653","74.6470648752298","70.1361427673708","135.135867122383","93.83525","92.59273","78.30094","96.90092","97.94469","1.89793","2.48983","96.91729","83.32874","97.64502","83.3007","60.5700912475586","53.2885093688965","49.19508","48.58945","55.48395","45.3045","88.7152126023255","79.7513767637253","",""
"Oman","OMN","1962","","","134.903","","","","","","","","","","","","","","","","","","","","","","7.251","45.224","43.421","342.093","396.103","","","","","","","","","","","","","","","","","","40.68085","35.758408","",""
"Panama","PAN","2008","96.95272","98.20913","87.7162","91.8","4641","2138","","","","","","","","","","","","","","","","","","","2.632","79.381","73.63","86.102","161.93","87.9460067749023","85.7815093994141","75.5554275512695","98.54876","97.57563","4.30286","6.21128","71.351921081543","66.10004","66.3108978271484","60.60095","52.6873016357422","34.3817291259766","51.41369","50.94992","58.72412109375","48.52601","85.585123","76.1368836","90.6810836791992","93.3838272094727"
"Panama","PAN","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Peru","PER","1992","","","80.255","52.5","","","","","","","","","","","","","","","","","","","","","3.673","69.506","65.162","143.346","208.789","72.5888824462891","76.1972122192383","","","","","","","","","","","","","","","","74.93666","66.590642","",""
"Pre-demographic dividend","PRE","1983","","","156.391371435205","","13100000","10600000","","","","","","","","","","","","","","","","","","","6.84263106756825","50.2491551555153","47.1213482904119","334.195630487621","399.493307185473","63.90288","68.66086","35.19897","46.99672","48.11435","11.57263","11.84836","14.00485","","27.03832","","1.53413999080658","3.33989000320435","34.2568","33.87289","27.09552","30.86925","45.5519039043613","39.0098885877301","",""
"Puerto Rico","PRI","1987","","","66.363","","","","","","","","","","","","","","","","","","","","","","2.279","78.569","70.49","87.477","214.402","","","","","","","","","","","","","","50.99063","","","","85.818872","70.405485","",""
"Paraguay","PRY","1961","","","102.311","","","","","","","","","","","","","","","","","","","","","","6.489","66.051","62.089","162.745","216.031","","","","","","","","","","","","","","","","","","69.8552562","61.8027736","",""
"Pacific island small states","PSS","2011","","","48.5767256010496","","3592","3397","","","","","","","","","","","","","","","","","","","3.56949772256805","70.5691432453457","66.9641020003152","137.735180345097","207.841748432078","81.52033","79.07862","56.39361","91.96948","90.99847","4.18529","5.54819","76.84383","69.06271","73.87982","65.84296","","","49.71083","49.34102","47.93373","30.47163","74.9280149594418","66.0107959994524","76.4722518920898","69.5475311279297"
"Post-demographic dividend","PST","1962","","","42.9341682849528","","","","","","","","","","","","","","","","","","","","","","2.86445454905219","72.212280128904","66.3655489973036","124.130522940302","213.297695911895","","","","","","","","","","","","","","","","","","78.8317715407737","65.8924491155238","",""
"French Polynesia","PYF","2007","","","41.482","","","","","","","","","","71.5180130004883","67.3908004760742","69.399040222168","17.8820095062256","17.1063499450684","17.4837799072266","17.8820095062256","17.1063499450684","17.4837799072266","50.7549896240234","48.4446907043457","49.5688514709473","2.183","77.326","72.565","87.2","147.367","","","","","","","","","","","","","","","","","","85.16423","76.630078","",""
"Romania","ROU","1963","","","57.891","","","","","","","","","","","","","","","","","","","","","","2.01","69.475","65.504","124.095","186.055","","","","","","","","","","","","","","","","","","76.394606","67.3512472","",""
"South Asia","SAS","2003","","","62.7143864394331","","14500000","12500000","","","","","","","","","","","","","","","","","","","3.28369797720313","64.9184315060097","63.167161207742","179.385376518025","231.699691575622","67.41008","64.00997","43.18524","85.41895","89.45738","4.319","4.36907","42.3694","38.99922","50.4698","45.49268","7.28072023391724","10.8690795898438","43.72217","43.47914","34.37939","19.12843","67.1390018151823","61.6131383549602","",""
"Saudi Arabia","SAU","1960","","","124.1404","","","","","","","","","","","","","","","","","","","","","","7.216","47.755","43.677","326.737","400.581","","","","","","","","","","","","","","","","","","43.2424054","35.3324","",""
"Saudi Arabia","SAU","2012","","","10.41","","","","","","","","","","","","","","","","","","","","","","2.773","75.871","72.984","82.011","100.81","","","50.6133804321289","100","98.62648","1.36195","1.50892","","","","","47.0311889648438","46.3351707458496","48.28556","","","","84.562546","80.326864","",""
